order_num,order_type,cust_name,cust_state,prod_category,prod_number,prod_name,quantity,price,discount,order_total
1105233,Wholesale,Champlin Inc.,Florida,Drone Kits,DK202,BYOD-200,7,58.95,11.79,400.86
1105234,Retail,Keely Cauldfield,Connecticut,Drone Kits,DK204,BYOD-300,1,89.00,0.00,89.00
1105235,Wholesale,Farrell Group,Arkansas,Drone Kits,DK201,BYOD-100,9,54.00,10.80,475.20
1105236,Retail,Hinze Gouge,Delaware,Robots,RS702,MICR-23K Robot,1,899.00,0.00,899.00
1105237,Retail,Griffin Pavkovic,Missouri,Blueprints,BP107,Ladybug Robot Blueprint,1,12.00,0.00,12.00
1105238,Wholesale,Feest Inc.,Indiana,Drone Kits,DK203,BYOD-220,6,69.00,13.80,400.20
1105239,Retail,Fred Roberts,District of Columbia,Drones,DS305,DTI-84 Drone,3,455.00,0.00,1365.00
1105240,Wholesale,Veum Group,New York,eBooks,EB501,Articulated Robots,12,23.99,4.80,283.08
1105241,Retail,Jast-Murphy,Florida,Drone Kits,DK203,BYOD-220,7,69.00,0.00,483.00
1105242,Wholesale,Kuhic Inc.,Connecticut,Drones,DS306,DX-145 Drone,6,250.00,50.00,1450.00
1105243,Wholesale,Jenkins LLC,North Carolina,eBooks,EB519,Spherical Robots,10,16.75,3.35,164.15
1105244,Wholesale,Aufderhar Tech,Kansas,Training Videos,TV813,Virtual Reality Basics,8,29.99,6.00,233.92
1105245,Wholesale,Hudson LLC,Ohio,Robot Kits,RK606,BYOR-3535,5,225.00,45.00,1080.00
1105246,Retail,Carol-jean Enrietto,California,Robots,RS706,RWW-75 Robot,1,883.00,0.00,883.00
1105247,Wholesale,O'Kon Inc.,Florida,Blueprints,BP105,Creature Robot Arms Blueprint ,11,12.00,2.40,129.60
1105248,Retail,Myrah Linning,Pennsylvania,eBooks,EB509,GPS Drones,1,19.99,0.00,19.99
1105249,Wholesale,Treutel Group,New York,Robot Kits,RK603,BYOR-1500,4,189.00,37.80,718.20
1105250,Retail,Tracey Dayer,Ohio,Blueprints,BP106,Hexacopter Drone Blueprint,1,8.99,0.00,8.99
1105251,Retail,Elene Fehner,Oklahoma,Drones,DS306,DX-145 Drone,1,250.00,0.00,250.00
1105252,Wholesale,LMD Resources,New Hampshire,Drone Kits,DK209,BYOD-550,5,179.00,35.80,859.20
1105253,Wholesale,Mohr Group,Louisiana,Robot Kits,RK606,BYOR-3535,7,222.00,44.40,1509.60
1105254,Retail,Sol Kibard,Texas,Robot Kits,RK605,BYOR-3000,1,214.00,0.00,214.00
1105255,Retail,Gabe Smith,Virginia,Drone Kits,DK201,BYOD-100,3,54.00,0.00,162.00
1105256,Wholesale,LMD Resources,New Hampshire,Training Videos,TV802,AI for Educators,9,49.95,9.99,439.56
1105257,Retail,Aloin Gong,Florida,Training Videos,TV802,AI for Educators,1,49.95,0.00,49.95
1105258,Retail,Blisse Tetla,Maryland,Drones,DS307,MICR-564K Drone,1,499.00,0.00,499.00
1105259,Retail,Lynn Pfeffer-Friesen,Florida,Drones,DS303,DTD-7000 Drone,3,450.00,0.00,1350.00
1105260,Wholesale,Kassulke-Schneider,Tennessee,Training Videos,TV805,Industrial 3D Printing ,72,49.00,9.80,3518.20
1105261,Wholesale,Schaefer Inc.,Massachusetts,Training Videos,TV811,Understanding Drone Regulations,26,27.50,5.50,709.50
1105262,Retail,Hoyt Bourtoumieux,Ohio,Robot Kits,RK603,BYOR-1500,1,189.00,0.00,189.00
1105263,Wholesale,Mraz Ullrich Inc..,Virginia,Drone Kits,DK206,BYOD-400,73,119.00,23.80,8663.20
1105264,Wholesale,Gibson Group,Florida,Drones,DS305,DTI-84 Drone,11,455.00,91.00,4914.00
1105265,Wholesale,Langworth and Sons,Illinois,Blueprints,BP107,Ladybug Robot Blueprint,9,12.00,2.40,105.60
1105266,Retail,Will Lockman,California,Training Videos,TV806,Mapping with Drones,1,49.00,0.00,49.00
1105267,Wholesale,Fahey Forever Inc..,California,Drone Kits,DK209,BYOD-550,7,179.00,35.80,1217.20
1105268,Wholesale,Green-Shields,Minnesota,Training Videos,TV811,Understanding Drone Regulations,6,27.50,5.50,159.50
1105269,Retail,Olga Gullivan,Arizona,Drone Kits,DK204,BYOD-300,1,89.00,0.00,89.00
1105270,Retail,Thibaut Giddons,California,Drone Kits,DK204,BYOD-300,1,89.00,0.00,89.00
1105271,Wholesale,Altenwerth and Sons,New York,eBooks,EB506,Delta Robots,11,16.99,3.40,183.49
1105272,Retail,Scarlett Souter,California,Blueprints,BP101,All Eyes Drone Blueprint,1,9.99,0.00,9.99
1105273,Wholesale,The Davis Company,Ohio,Blueprints,BP101,All Eyes Drone Blueprint,9,9.99,2.00,87.91
1105274,Wholesale,King Inc.,Tennessee,eBooks,EB511,Helicopter Drones,6,20.95,4.19,121.51
1105275,Wholesale,Gibson Group,Florida,Blueprints,BP110,Upside Down Robot Blueprint,8,12.00,2.40,93.60
1105276,Wholesale,Little and Sons,California,Robots,RS704,RLK-9920 Robot,5,699.00,139.80,3355.20
1105277,Wholesale,Bradtke Inc.,Washington,eBooks,EB507,Drone Building Essentials,6,13.99,2.80,81.14
1105278,Wholesale,Kuhn Group,Texas,eBooks,EB516,RTF Drones,5,16.99,3.40,81.55
1105279,Retail,Sheridan Behan,New York,eBooks,EB505,Delivery Drones,1,14.99,0.00,14.99
1105280,Retail,Nixie Robardet,Illinois,Training Videos,TV810,Understanding Automation,1,44.95,0.00,44.95
1105281,Wholesale,Swaniawski Group,Virginia,Training Videos,TV802,AI for Educators,10,49.95,9.99,489.51
1105282,Retail,Erin Frami,Georgia,eBooks,EB513,Photograph Drones,1,14.99,0.00,14.99
1105283,Retail,Burg Litt,Idaho,Drone Kits,DK201,BYOD-100,1,54.00,0.00,54.00
1105284,Retail,Molly Klein,Kansas,Training Videos,TV805,Industrial 3D Printing ,1,49.00,0.00,49.00
1105285,Wholesale,Schoen Technologies,Georgia,Drone Kits,DK203,BYOD-220,11,69.00,13.80,745.20
1105286,Wholesale,Beahan Inc.,Hawaii,Robot Kits,RK602,BYOR-1000,84,189.00,37.80,15838.20
1105287,Retail,Jehu Chaytor,New York,Drones,DS303,DTD-7000 Drone,1,450.00,0.00,450.00
1105288,Retail,Paddie Allsep,New York,Training Videos,TV802,AI for Educators,1,49.95,0.00,49.95
1105289,Retail,Harbert Sarfati,Texas,Training Videos,TV806,Mapping with Drones,1,49.00,0.00,49.00
1105290,Retail,Carlyle Spiller,Florida,Drone Kits,DK206,BYOD-400,1,119.00,0.00,119.00
1105291,Retail,Missie Klemke,Virginia,Training Videos,TV813,Virtual Reality Basics,1,29.99,0.00,29.99
1105292,Wholesale,Blick Inc.,Delaware,Drones,DS305,DTI-84 Drone,8,455.00,91.00,3549.00
1105293,Wholesale,Runte Inc.,Montana,Training Videos,TV805,Industrial 3D Printing ,11,49.00,9.80,529.20
1105294,Wholesale,Reichel and Sons,Oklahoma,Robots,RS703,RCB-889 Robot,92,549.00,109.80,50398.20
1105295,Retail,John Barrows,Pennsylvania,Drone Kits,DK203,BYOD-220,1,69.00,0.00,69.00
1105296,Retail,Hansen Inc.,Illinois,Drone Kits,DK204,BYOD-300,91,89.00,0.00,8099.00
1105297,Wholesale,Fisher Inc.,Nevada,Robots,RS704,RLK-9920 Robot,11,699.00,139.80,7549.20
1105298,Retail,Emerson Eixenberger,Washington,eBooks,EB521,Understanding Artificial Intelligence,1,19.50,0.00,19.50
1105299,Wholesale,Abernathy LLC,Virginia,eBooks,EB502,Building Your First Robot,4,24.95,4.99,94.81
1105300,Wholesale,Rippin Industries,Iowa,Training Videos,TV813,Virtual Reality Basics,9,29.99,6.00,263.91
1105301,Retail,Griswold Bullan,Massachusetts,eBooks,EB502,Building Your First Robot,1,24.95,0.00,24.95
1105302,Wholesale,Dickens LLC,Connecticut,Drones,DS306,DX-145 Drone,4,250.00,50.00,950.00
1105303,Wholesale,Volkman LLC,Maryland,Drones,DS307,MICR-564K Drone,84,499.00,99.80,41816.20
1105304,Retail,Jeff Bartell,North Carolina,Blueprints,BP104,Cat Robot Blueprint,1,4.99,0.00,4.99
1105305,Retail,Dennis Hayes-Stark,California,Drones,DS303,DTD-7000 Drone,2,450.00,0.00,900.00
1105306,Retail,Cyndia Dowles,Kentucky,Training Videos,TV801,Aerial Security,1,36.99,0.00,36.99
1105307,Wholesale,Rippin Industries,Iowa,eBooks,EB504,Cartesian Robots,5,12.99,2.60,62.35
1105308,Wholesale,White Group,Ohio,eBooks,EB505,Delivery Drones,11,14.99,3.00,161.89
1105309,Wholesale,Quigley Inc.,Tennessee,eBooks,EB513,Photograph Drones,8,14.99,3.00,116.92
1105310,Wholesale,Reichel and Sons,Oklahoma,Robot Kits,RK603,BYOR-1500,8,189.00,37.80,1474.20
1105311,Wholesale,Aufderhar Tech,Kansas,Drones,DS301,DA-SA702 Drone,11,399.00,79.80,4309.20
1105312,Wholesale,Barton Inc.,Louisiana,Training Videos,TV806,Mapping with Drones,8,49.00,9.80,382.20
1105313,Retail,Markos Dockreay,Illinois,Blueprints,BP102,Bsquare Robot Blueprint,1,8.99,0.00,8.99
1105314,Retail,Elise Jacobson,California,eBooks,EB520,Understanding Arduino,1,17.50,0.00,17.50
1105315,Retail,Daniel Rohan,Nevada,Robots,RS707,RXW-9807 Robot,1,599.00,0.00,599.00
1105316,Retail,Ben Schroeder,Texas,Drone Kits,DK201,BYOD-100,3,54.00,0.00,162.00
1105317,Wholesale,Waelchi Inc.,New York,Blueprints,BP107,Ladybug Robot Blueprint,13,12.00,2.40,153.60
1105318,Retail,Issiah Phebey,Georgia,Training Videos,TV805,Industrial 3D Printing ,1,49.00,0.00,49.00
1105319,Retail,Dennet Whitlaw,California,Blueprints,BP110,Sleepy Eye Blueprint,1,11.99,0.00,11.99
1105320,Retail,Zea Snowden,District of Columbia,Training Videos,TV805,Industrial 3D Printing ,1,49.00,0.00,49.00
1105321,Retail,Lothaire Seakes,North Carolina,Drones,DS305,DTI-84 Drone,1,455.00,0.00,455.00
1105322,Wholesale,Bradtke Inc.,Washington,Training Videos,TV813,Virtual Reality Basics,21,29.99,6.00,623.79
1105323,Wholesale,Romaguera LLC,Ohio,Robot Kits,RK607,BYOR-4005,76,245.00,49.00,18571.00
1105324,Retail,Dallon Schofield,Florida,Drones,DS302,DC-304 Drone,1,395.00,0.00,395.00
1105325,Wholesale,McKenzie Inc..,Montana,Training Videos,TV812,Understanding Raspberry PI,9,28.99,5.80,255.11
1105326,Wholesale,Ernser International,Florida,Training Videos,TV808,Robotic Essentials,10,34.99,7.00,342.90
1105327,Retail,James Corwin,Nevada,Blueprints,BP107,Ladybug Robot Blueprint,1,12.00,0.00,12.00
1105328,Wholesale,Koepp Inc.,Pennsylvania,eBooks,EB507,Drone Building Essentials,8,13.99,2.80,109.12
1105329,Wholesale,Denesik Games,Kentucky,Robot Kits,RK603,BYOR-1500,10,189.00,37.80,1852.20
1105330,Retail,Trevar Measures,Minnesota,eBooks,EB503,Building Your Own Drone,1,24.99,0.00,24.99
1105331,Wholesale,Balistreri Group,Tennessee,Training Videos,TV807,Open Source Code,1,32.95,6.59,26.36
1105332,Wholesale,Schroeder Library,Texas,Drone Kits,DK206,BYOD-400,8,119.00,23.80,928.20
1105333,Retail,Xymenes Jotham,California,Robot Kits,RK602,BYOR-1000,2,189.00,0.00,378.00
1105334,Retail,Waneta Kender,Connecticut,eBooks,EB503,Building Your Own Drone,1,24.99,0.00,24.99
1105335,Retail,Pierette Heggman,Florida,Drones,DS306,DX-145 Drone,1,250.00,0.00,250.00
1105336,Retail,Harcourt Fabler,Oregon,Drones,DS301,DA-SA702 Drone,1,399.00,0.00,399.00
1105337,Retail,Sly Whiston,Pennsylvania,Blueprints,BP102,Bsquare Robot Blueprint,1,8.99,0.00,8.99
1105338,Retail,Maynord Castane,Tennessee,eBooks,EB519,Spherical Robots,1,16.75,0.00,16.75
1105339,Wholesale,Mills Inc.,Oklahoma,Training Videos,TV807,Open Source Code,11,32.95,6.59,355.86
1105340,Retail,Issi Rushmer,Massachusetts,Drones,DS306,DX-145 Drone,1,250.00,0.00,250.00
1105341,Wholesale,Ullrich Inc.,Kansas,Training Videos,TV809,Understanding 3D Printing,12,42.99,8.60,507.28
1105342,Wholesale,Toy LLC,California,Drone Kits,DK203,BYOD-220,7,69.00,13.80,469.20
1105343,Wholesale,Bashirian International,Illinois,eBooks,EB503,Building Your Own Drone,4,24.99,5.00,94.96
1105344,Retail,Elysee Whiley,Texas,Drone Kits,DK206,BYOD-400,2,119.00,0.00,238.00
1105345,Wholesale,Turner and Sons,Mississippi,Drone Kits,DK209,BYOD-550,4,179.00,35.80,680.20
1105346,Wholesale,Grady Inc.,Florida,Drone Kits,DK203,BYOD-220,10,69.00,13.80,676.20
1105347,Retail,Layla Tremlett,Colorado,Training Videos,TV809,Understanding 3D Printing,1,42.99,0.00,42.99
1105348,Retail,Batsheva McCullagh,Oklahoma,eBooks,EB509,GPS Drones,1,19.99,0.00,19.99
1105349,Retail,Melonie Bridger,Indiana,Training Videos,TV805,Industrial 3D Printing ,1,49.00,0.00,49.00
1105350,Retail,John Spinka,Colorado,Blueprints,BP106,Hexacopter Drone Blueprint,1,8.99,0.00,8.99
1105351,Retail,Jesse Loukes,New York,Drones,DS307,MICR-564K Drone,1,499.00,0.00,499.00
1105352,Wholesale,Raynor LLC,Missouri,Training Videos,TV811,Understanding Drone Regulations,10,27.50,5.50,269.50
1105353,Wholesale,Parker Group,Arizona,Training Videos,TV811,Understanding Drone Regulations,16,27.50,5.50,434.50
1105354,Wholesale,Hahn-Hand,Massachusetts,Robots,RS704,RLK-9920 Robot,11,699.00,139.80,7549.20
1105355,Wholesale,Lockman Group,Kansas,Drone Kits,DK204,BYOD-300,6,89.00,17.80,516.20
1105356,Wholesale,Stoltenberg LLC,New York,Blueprints,BP107,Ladybug Robot Blueprint,12,12.00,2.40,141.60
1105357,Retail,Halvorson LLC,Oklahoma,Blueprints,BP107,Ladybug Robot Blueprint,1,12.00,0.00,12.00
1105358,Wholesale,Feil LLC,Maryland,eBooks,EB501,Articulated Robots,10,23.99,4.80,235.10
1105359,Wholesale,Grant LLC,Arizona,Training Videos,TV806,Mapping with Drones,10,49.00,9.80,480.20
1105360,Retail,Gloria Turner,Idaho,eBooks,EB502,Building Your First Robot,1,24.95,0.00,24.95
1105361,Wholesale,Blue Sky Kites,Colorado,eBooks,EB504,Cartesian Robots,7,12.99,2.60,88.33
1105362,Retail,Jamie Monnelly,Iowa,eBooks,EB502,Building Your First Robot,1,24.95,0.00,24.95
1105363,Wholesale,DuBuque Group,Texas,Robots,RS707,RXW-9807 Robot,12,599.00,119.80,7068.20
1105364,Wholesale,Murazik Inc.,Arizona,Blueprints,BP110,Sleepy Eye Blueprint,11,11.99,2.40,129.49
1105365,Wholesale,Stiedemann Securities ,Maryland,Training Videos,TV809,Understanding 3D Printing,12,42.99,8.60,507.28
1105366,Wholesale,Christiansen Group,Colorado,eBooks,EB513,Photograph Drones,5,14.99,3.00,71.95
1105367,Wholesale,Anderson LLC,Ohio,Training Videos,TV809,Understanding 3D Printing,9,42.99,8.60,378.31
1105368,Retail,Rodge Snow,Ohio,Blueprints,BP104,Cat Robot Blueprint,1,4.99,0.00,4.99
1105369,Wholesale,Strosin Innovations,Florida,Blueprints,BP107,Ladybug Robot Blueprint,5,12.00,2.40,57.60
1105370,Wholesale,Luettgen Security,Texas,Blueprints,BP104,Cat Robot Blueprint,12,4.99,1.00,58.88
1105371,Retail,Monika Faveryear,California,Training Videos,TV809,Understanding 3D Printing,1,42.99,0.00,42.99
1105372,Retail,Skelly MacKniely,Wisconsin,Blueprints,BP107,Ladybug Robot Blueprint,1,12.00,0.00,12.00
1105373,Wholesale,Bauch Group,Pennsylvania,Training Videos,TV809,Understanding 3D Printing,55,42.99,8.60,2355.85
1105374,Wholesale,Swaniawski Group,Virginia,eBooks,EB501,Articulated Robots,104,23.99,4.80,2490.16
1105375,Wholesale,Collier and Sons,Tennessee,Blueprints,BP107,Ladybug Robot Blueprint,12,12.00,2.40,141.60
1105376,Wholesale,Schmidt Group,Nebraska,Training Videos,TV802,AI for Educators,11,49.95,9.99,539.46
1105377,Wholesale,Strosin Innovations,Florida,Blueprints,BP106,Hexacopter Drone Blueprint,12,8.99,1.80,106.08
1105378,Retail,Frank Morar,Louisiana,Training Videos,TV807,Open Source Code,1,32.95,0.00,32.95
1105379,Wholesale,Reichel and Sons,Oklahoma,Robots,RS706,RWW-75 Robot,7,883.00,176.60,6004.40
1105380,Wholesale,Feest Inc.,Indiana,eBooks,EB503,Building Your Own Drone,13,24.99,5.00,319.87
1105381,Retail,Hilton Stocker,Texas,Training Videos,TV810,Understanding Automation,1,44.95,0.00,44.95
1105382,Wholesale,Franecki Corporation,North Dakota,eBooks,EB517,SCARA Robots,7,19.50,3.90,132.60
1105383,Wholesale,Bednar IT Inc.,North Carolina,eBooks,EB521,Understanding Artificial Intelligence,76,19.50,3.90,1478.10
1105384,Wholesale,Turcotte Corp,New York,Robot Kits,RK607,BYOR-4005,50,245.00,49.00,12201.00
1105385,Wholesale,Kuhn Group,Texas,Robot Kits,RK605,BYOR-3000,12,214.00,42.80,2525.20
1105386,Retail,Tab Longstreet,South Carolina,Drone Kits,DK206,BYOD-400,1,119.00,0.00,119.00
1105387,Wholesale,Strosin Innovations,Florida,Training Videos,TV813,Virtual Reality Basics,7,29.99,6.00,203.93
1105388,Wholesale,Daniel-Champlin Tech,Louisiana,Drone Kits,DK201,BYOD-100,12,54.00,10.80,637.20
1105389,Wholesale,Feil LLC,Maryland,Robot Kits,RK605,BYOR-3000,7,214.00,42.80,1455.20
1105390,Retail,Sibel Edgett,Florida,Blueprints,BP106,Hexacopter Drone Blueprint,1,8.99,0.00,8.99
1105391,Retail,Jermayne Trewett,Iowa,Blueprints,BP104,Cat Robot Blueprint,1,4.99,0.00,4.99
1105392,Retail,Prissie Dannell,New York,Robot Kits,RK603,BYOR-1500,1,189.00,0.00,189.00
1105393,Wholesale,King Inc.,Tennessee,eBooks,EB521,Understanding Artificial Intelligence,7,19.50,3.90,132.60
1105394,Retail,Beth Zieme,Kansas,Robots,RS707,RXW-9807 Robot,1,599.00,0.00,599.00
1105395,Wholesale,Brekke Productions,Louisiana,Robot Kits,RK603,BYOR-1500,7,189.00,37.80,1285.20
1105396,Retail,Scott Mockford,Iowa,Drone Kits,DK203,BYOD-220,2,69.00,0.00,138.00
1105397,Wholesale,Swift Inc.,New York,Blueprints,BP108,Panda Robot Blueprint,2,7.99,1.60,14.38
1105398,Retail,Mikey Goady,California,Training Videos,TV808,Robotic Essentials,1,34.99,0.00,34.99
1105399,Wholesale,Dickens LLC,Connecticut,eBooks,EB513,Photograph Drones,8,14.99,3.00,116.92
1105400,Wholesale,Mohr Group,Louisiana,Training Videos,TV802,AI for Educators,6,49.95,9.99,289.71
1105401,Retail,Euell Onyon,Kansas,Drones,DS302,DC-304 Drone,1,395.00,0.00,395.00
1105402,Wholesale,Wilderman Inc.,Kentucky,Drones,DS306,DX-145 Drone,12,250.00,50.00,2950.00
1105403,Wholesale,Hilpert Industries,Minnesota,Blueprints,BP106,Hexacopter Drone Blueprint,5,8.99,1.80,43.15
1105404,Retail,Dooley Educators,Colorado,eBooks,EB514,Polar Robots,94,23.99,0.00,2255.06
1105405,Retail,Myron Haack,Georgia,Training Videos,TV813,Virtual Reality Basics,1,29.99,0.00,29.99
1105406,Wholesale,Kuhlman Inc.,Tennessee,eBooks,EB519,Spherical Robots,10,16.75,3.35,164.15
1105407,Retail,Mata Maloney,Texas,eBooks,EB509,GPS Drones,1,19.99,0.00,19.99
1105408,Wholesale,Abshire Inc.,Oklahoma,Blueprints,BP102,Bsquare Robot Blueprint,11,8.99,1.80,97.09
1105409,Retail,Reba Leffler,Michigan,Training Videos,TV801,Aerial Security,1,36.99,0.00,36.99
1105410,Wholesale,Gleason LLC,Louisiana,Blueprints,BP104,Cat Robot Blueprint,5,4.99,1.00,23.95
1105411,Retail,Anthiathia Griffen,Nevada,eBooks,EB503,Building Your Own Drone,1,24.99,0.00,24.99
1105412,Wholesale,Bednar IT Inc.,North Carolina,Blueprints,BP102,Bsquare Robot Blueprint,9,8.99,1.80,79.11
1105413,Retail,Ric Cowdery,Massachusetts,eBooks,EB509,GPS Drones,1,19.99,0.00,19.99
1105414,Retail,Gardy Heel,North Carolina,Training Videos,TV805,Industrial 3D Printing ,1,49.00,0.00,49.00
1105415,Wholesale,Bergstrom LLC,Minnesota,Blueprints,BP101,All Eyes Drone Blueprint,8,9.99,2.00,77.92
1105416,Wholesale,Kohler LLC,Georgia,Drone Kits,DK204,BYOD-300,12,89.00,17.80,1050.20
1105417,Wholesale,Mountain Run LLC,Georgia,Blueprints,BP104,Cat Robot Blueprint,10,4.99,1.00,48.90
1105418,Wholesale,Gleason LLC,Louisiana,Drone Kits,DK201,BYOD-100,9,54.00,10.80,475.20
1105419,Wholesale,Swift Inc.,New York,Drone Kits,DK209,BYOD-550,6,179.00,35.80,1038.20
1105420,Wholesale,Dare LLC,Colorado,Blueprints,BP108,Panda Robot Blueprint,10,7.99,1.60,78.30
1105421,Wholesale,Wilkinson LLC,Massachusetts,Training Videos,TV813,Virtual Reality Basics,11,29.99,6.00,323.89
1105422,Retail,Evy Birch,California,eBooks,EB514,Polar Robots,1,23.99,0.00,23.99
1105423,Retail,Keelia Pettipher,Indiana,Drone Kits,DK202,BYOD-200,1,58.95,0.00,58.95
1105424,Wholesale,Hudson LLC,Ohio,Drones,DS306,DX-145 Drone,10,250.00,50.00,2450.00
1105425,Retail,Carrie Aufderhar,Texas,Training Videos,TV805,Industrial 3D Printing ,1,49.00,0.00,49.00
1105426,Wholesale,Bernier Security,Minnesota,Drones,DS303,DTD-7000 Drone,9,450.00,90.00,3960.00
1105427,Retail,Gilberte Pashler,Illinois,Blueprints,BP108,Panda Robot Blueprint,1,7.99,0.00,7.99
1105428,Retail,Robbin Trill,California,Blueprints,BP108,Panda Robot Blueprint,1,7.99,0.00,7.99
1105429,Retail,Virgie Huddart,Virginia,Robot Kits,RK603,BYOR-1500,1,189.00,0.00,189.00
1105430,Retail,Ebert LLC,Georgia,Training Videos,TV802,AI for Educators,76,49.95,0.00,3796.20
1105431,Retail,Brian Hodkiewicz,New York,eBooks,EB521,Understanding Artificial Intelligence,1,19.50,0.00,19.50
1105432,Wholesale,Harris Inc.,Oklahoma,Training Videos,TV812,Understanding Raspberry PI,8,28.99,5.80,226.12
1105433,Retail,Pattie Sprigings,California,Training Videos,TV810,Understanding Automation,1,44.95,0.00,44.95
1105434,Wholesale,Nikolaus LLC,Virginia,Drone Kits,DK204,BYOD-300,4,89.00,17.80,338.20
1105435,Wholesale,Wolff LLC,South Carolina,eBooks,EB513,Photograph Drones,11,14.99,3.00,161.89
1105436,Wholesale,Wolff LLC,South Carolina,Training Videos,TV811,Understanding Drone Regulations,10,27.50,5.50,269.50
1105437,Wholesale,Wintheiser Inc.,Oregon,Blueprints,BP110,Sleepy Eye Blueprint,8,11.99,2.40,93.52
1105438,Wholesale,Rau-Dickinson,Kentucky,eBooks,EB520,Understanding Arduino,10,17.50,3.50,171.50
1105439,Retail,Nap Jerrom,Florida,Blueprints,BP104,Cat Robot Blueprint,1,4.99,0.00,4.99
1105440,Wholesale,Dickens LLC,Connecticut,Drones,DS303,DTD-7000 Drone,12,450.00,90.00,5310.00
1105441,Retail,Jonny Renner,California,Robot Kits,RK603,BYOR-1500,1,189.00,0.00,189.00
1105442,Retail,Renard Gontier,Texas,Training Videos,TV805,Industrial 3D Printing ,1,49.00,0.00,49.00
1105443,Wholesale,Kiehn LLC,District of Columbia,Blueprints,BP104,Cat Robot Blueprint,38,4.99,1.00,188.62
1105444,Wholesale,Daugherty Group,New Mexico,Drone Kits,DK206,BYOD-400,8,119.00,23.80,928.20
1105445,Wholesale,Grant LLC,Arizona,eBooks,EB513,Photograph Drones,7,14.99,3.00,101.93
1105446,Retail,Sharline Baudon,Missouri,Robot Kits,RK602,BYOR-1000,1,189.00,0.00,189.00
1105447,Wholesale,D'Amore LLC,Pennsylvania,eBooks,EB509,GPS Drones,13,19.99,4.00,255.87
1105448,Retail,Sally O'Connell,California,Drones,DS303,DTD-7000 Drone,1,450.00,0.00,450.00
1105449,Retail,Zac Brown,Oklahoma,Training Videos,TV803,Cloud Computing,1,29.99,0.00,29.99
1105450,Wholesale,Predovic LLC,Iowa,Blueprints,BP102,Bsquare Robot Blueprint,90,8.99,1.80,807.30
1105451,Wholesale,Rosenbaum LLC,Alaska,Drones,DS303,DTD-7000 Drone,69,450.00,90.00,30960.00
1105452,Wholesale,O'Kon Inc.,Florida,eBooks,EB503,Building Your Own Drone,4,24.99,5.00,94.96
1105453,Wholesale,Bashirian International,Illinois,Blueprints,BP107,Ladybug Robot Blueprint,6,12.00,2.40,69.60
1105454,Retail,Virgie Kiggel,New York,Robot Kits,RK606,BYOR-3535,1,225.00,0.00,225.00
1105455,Wholesale,Ullrich Inc.,Kansas,Drones,DS307,MICR-564K Drone,8,499.00,99.80,3892.20
1105456,Retail,Stephanie Sweetman,California,Robot Kits,RK605,BYOR-3000,1,214.00,0.00,214.00
1105457,Wholesale,Wehner and Sons,California,Robot Kits,RK607,BYOR-4005,13,245.00,49.00,3136.00
1105458,Retail,Karlie Truran,West Virginia,Blueprints,BP107,Ladybug Robot Blueprint,1,12.00,0.00,12.00
1105459,Wholesale,Rowe Informations Systems Inc..,California,eBooks,EB519,Spherical Robots,6,16.75,3.35,97.15
1105460,Wholesale,D'Amore LLC,Pennsylvania,Blueprints,BP102,Bsquare Robot Blueprint,13,8.99,1.80,115.07
1105461,Wholesale,McKenzie Inc..,Montana,Blueprints,BP107,Ladybug Robot Blueprint,7,12.00,2.40,81.60
1105462,Wholesale,Cartwright LLC,Iowa,Blueprints,BP104,Cat Robot Blueprint,57,4.99,1.00,283.43
1105463,Retail,Royall McParland,North Carolina,eBooks,EB513,Photograph Drones,1,14.99,0.00,14.99
1105464,Wholesale,Bednar IT Inc.,North Carolina,Blueprints,BP106,Hexacopter Drone Blueprint,10,8.99,1.80,88.10
1105465,Wholesale,Mante Group,Florida,Training Videos,TV806,Mapping with Drones,10,49.00,9.80,480.20
1105466,Wholesale,Koelpin and Sons,Texas,Drone Kits,DK206,BYOD-400,7,119.00,23.80,809.20
1105467,Wholesale,Rogahn Group,California,Robot Kits,RK607,BYOR-4005,45,245.00,49.00,10976.00
1105468,Wholesale,Rosenbaum LLC,Alaska,eBooks,EB511,Helicopter Drones,53,20.95,4.19,1106.16
1105469,Wholesale,Hegmann Group,Arkansas,eBooks,EB508,Fixed Wing Drones,66,15.50,3.10,1019.90
1105470,Wholesale,Larkin Group,Texas,Blueprints,BP108,Panda Robot Blueprint,55,7.99,1.60,437.85
1105471,Wholesale,Boehm Inc.,Idaho,Training Videos,TV801,Aerial Security,99,36.99,7.40,3654.61
1105472,Retail,Mireielle Reisenstein,Arkansas,Training Videos,TV812,Understanding Raspberry PI,1,28.99,0.00,28.99
1105473,Retail,Kennedy Beckingham,Indiana,Blueprints,BP105,Creature Robot Arms Blueprint ,1,12.00,0.00,12.00
1105474,Wholesale,Kirlin Inc.,Washington,Training Videos,TV801,Aerial Security,13,36.99,7.40,473.47
1105475,Retail,Dmitri Canti,Illinois,Robots,RS704,RLK-9920 Robot,2,699.00,0.00,1398.00
1105476,Wholesale,Ernser International,Florida,Drone Kits,DK204,BYOD-300,6,89.00,17.80,516.20
1105477,Retail,Dorian O'Connell,Florida,Drones,DS302,DC-304 Drone,1,395.00,0.00,395.00
1105478,Wholesale,McCullough LLC,North Carolina,eBooks,EB513,Photograph Drones,56,14.99,3.00,836.44
